nquest,NCOMP,nord,sex,parent,anasc,cit,aningr,motiv,staciv,studio,tipolau,votoedu,suedu,selode,annoedu,tipodip,univer,apqual,asnonoc,nace,nordp,motent,annoenus,NASCREG,NASCAREA,ireg,ETA,isco,CLETA5,QUAL,Q,SETT,CFRED,PERC,PERL,NPERL,NPERC,AREA3,AREA5,ACOM4C,ACOM5,PESOFIT
912640,4,4,2,6,1992,1,,,2,5,,90,100,0,2011,1,1,17,,,,,,3,1,3,24,,1,7,3,5,0,1,0,2,3,1,1,1,3,0.7058042828
912642,2,1,1,1,1959,1,,,1,3,,,,,,,,1,,4,,,,15,3,3,57,74,4,1,1,2,1,1,1,2,2,1,1,1,3,0.4627437218
912642,2,2,2,2,1959,1,,,1,3,,,,,,,,1,,7,,,,15,3,3,57,52,4,1,1,4,0,1,1,2,2,1,1,1,3,0.4627437218
912646,1,1,2,1,1953,1,,,2,3,,,,,,,,15,2,3,,,,7,1,3,63,,4,6,3,5,1,1,0,0,1,1,1,1,3,0.4801194339
912647,2,1,1,1,1925,1,,,1,2,,,,,,,,15,1,3,,,,3,1,3,91,,5,6,3,5,1,1,0,0,2,1,1,1,3,0.5049023248
912647,2,2,2,2,1927,1,,,1,2,,,,,,,,15,1,3,,,,3,1,3,89,,5,6,3,5,0,1,0,0,2,1,1,1,3,0.5049023248
912649,5,1,1,1,1966,1,,,1,4,,,,,,,,1,,5,,,,16,3,3,50,96,3,1,1,2,1,1,1,2,2,1,1,1,3,1.0018194013
912649,5,2,2,2,1973,1,,,1,5,,70,100,0,1992,1,2,2,,7,,,,16,3,3,43,52,2,2,1,4,0,1,1,2,2,1,1,1,3,1.0018194013
912649,5,3,1,6,1997,1,,,2,3,,,,,,,,17,,,,,,3,1,3,19,,1,7,3,5,0,0,0,2,2,1,1,1,3,1.0018194013
912649,5,4,1,6,2005,1,,,2,2,,,,,,,,17,,,,,,3,1,3,11,,1,7,3,5,0,0,0,2,2,1,1,1,3,1.0018194013
912649,5,5,1,6,2007,1,,,2,1,,,,,,,,17,,,,,,3,1,3,9,,1,7,3,5,0,0,0,2,2,1,1,1,3,1.0018194013
912651,2,1,2,1,1956,1,,,4,3,,,,,,,,1,,19,,,,15,3,3,60,91,4,1,1,4,1,1,1,1,1,1,1,1,3,0.7323067536
912651,2,2,2,6,1993,1,,,2,5,,78,100,0,2013,2,2,11,,,,,,3,1,3,23,,1,7,3,5,0,0,0,1,1,1,1,1,3,0.7323067536
912652,2,1,1,1,1957,1,,,4,3,,,,,,,,8,,19,,,,16,3,3,59,51,4,5,2,4,1,1,1,2,2,1,1,1,3,0.6800242515
912652,2,2,1,6,1988,1,,,2,3,,,,,,,,1,,19,,,,16,3,3,28,51,1,1,1,4,0,1,1,2,2,1,1,1,3,0.6800242515
912653,1,1,1,1,1943,1,,,2,2,,,,,,,,15,1,3,,,,16,3,3,73,,5,6,3,5,1,1,0,0,1,1,1,1,3,0.4864603884
912656,3,1,1,1,1975,1,,,1,5,,55,60,0,1994,1,2,1,,7,,,,3,1,3,41,52,2,1,1,4,1,1,1,2,2,1,1,1,3,1.0450599542
912656,3,2,2,2,1974,1,,,1,5,,10,10,0,1993,1,2,2,,7,,,,3,1,3,42,52,2,2,1,4,0,1,1,2,2,1,1,1,3,1.0450599542
912656,3,3,2,6,2006,1,,,2,1,,,,,,,,17,,,,,,3,1,3,10,,1,7,3,5,0,0,0,2,2,1,1,1,3,1.0450599542
912661,1,1,1,1,1973,1,,,2,5,,70,100,0,1993,2,2,2,,19,,,,3,1,3,43,35,2,2,1,4,1,1,1,1,1,1,1,1,3,0.8320264571
912662,1,1,1,1,1983,2,2011,3,2,3,,,,,,,,12,1,3,,,,,,3,33,,1,7,3,5,1,1,1,1,1,1,1,1,3,1.2194127184
912663,2,1,2,1,1978,2,2010,3,3,3,,,,,,,,1,,20,,,,,,3,38,53,2,1,1,4,1,1,1,1,1,1,1,1,3,0.9470537601
912663,2,2,1,6,1998,2,2010,2,2,4,,,,,,,,11,,,,,,,,3,18,,1,7,3,5,0,0,0,1,1,1,1,1,3,0.9470537601
912664,4,1,1,1,1957,1,,,3,3,,,,,,,,15,2,3,,,,3,1,3,59,,4,6,3,5,0,1,0,1,2,1,1,1,3,0.9712492007
912664,4,2,2,3,1973,1,,,2,7,6,90,100,0,2000,3,,6,,14,,,,3,1,3,43,24,2,4,2,4,1,1,1,1,2,1,1,1,3,0.9712492007
912664,4,3,1,6,2012,1,,,2,1,,,,,,,,18,,,,,,3,1,3,4,,1,7,3,5,0,0,0,1,2,1,1,1,3,0.9712492007
912664,4,4,1,6,2012,1,,,2,1,,,,,,,,18,,,,,,3,1,3,4,,1,7,3,5,0,0,0,1,2,1,1,1,3,0.9712492007
912666,2,1,1,1,1945,1,,,1,2,,,,,,,,15,1,3,,,,5,1,3,71,,5,6,3,5,1,1,0,0,1,1,1,1,3,0.6058827898
912666,2,2,2,2,1946,1,,,1,2,,,,,,,,13,,,,,,3,1,3,70,,5,7,3,5,0,0,0,0,1,1,1,1,3,0.6058827898
912667,2,1,2,1,1956,1,,,1,5,,10,10,0,1975,2,1,15,2,7,,,,3,1,3,60,,4,6,3,5,1,1,0,0,2,1,1,1,3,0.5552924662
912667,2,2,1,2,1951,1,,,1,5,,50,60,0,1973,2,2,15,1,8,,,,8,1,3,65,,5,6,3,5,0,1,0,0,2,1,1,1,3,0.5552924662
912673,2,1,2,1,1940,1,,,1,2,,,,,,,,13,,,,,,16,3,3,76,,5,7,3,5,0,0,0,0,1,1,1,1,3,0.6058827898
912673,2,2,1,2,1934,1,,,1,2,,,,,,,,15,1,3,,,,19,3,3,82,,5,6,3,5,1,1,0,0,1,1,1,1,3,0.6058827898
912680,4,1,1,1,1955,1,,,1,7,8,88,100,0,1988,2,,8,,11,,,,15,3,3,61,33,4,5,2,4,1,1,1,1,2,1,1,1,3,0.8632918462
912680,4,2,2,2,1965,1,,,1,5,,58,60,0,1984,2,2,16,,,,,,3,1,3,51,,3,6,3,5,0,1,0,1,2,1,1,1,3,0.8632918462
912680,4,3,2,6,1995,1,,,2,5,,98,100,0,2015,3,1,17,,,,,,3,1,3,21,,1,7,3,5,0,0,0,1,2,1,1,1,3,0.8632918462
912680,4,4,2,6,1989,1,,,2,7,7,100,100,1,2012,3,,11,,,,,,3,1,3,27,,1,7,3,5,0,0,0,1,2,1,1,1,3,0.8632918462
912681,4,1,1,1,1954,1,,,1,3,,,,,,,,15,1,3,,,,15,3,3,62,,4,6,3,5,1,1,0,3,4,1,1,1,3,0.9684079888
912681,4,2,2,2,1967,1,,,1,3,,,,,,,,2,,17,,,,15,3,3,49,32,3,2,1,3,0,1,1,3,4,1,1,1,3,0.9684079888
912681,4,3,1,6,1990,1,,,2,5,,70,100,0,2011,2,2,1,,19,,,,3,1,3,26,74,1,1,1,4,0,1,1,3,4,1,1,1,3,0.9684079888
912681,4,4,1,6,1987,1,,,2,4,,,,,,,,1,,19,,,,3,1,3,29,74,1,1,1,4,0,1,1,3,4,1,1,1,3,0.9684079888
912682,4,1,1,1,1966,1,,,1,3,,,,,,,,1,,4,,,,3,1,3,50,74,3,1,1,2,1,1,1,2,2,1,1,1,3,0.9872261015
912682,4,2,2,2,1964,1,,,1,3,,,,,,,,2,,7,,,,3,1,3,52,52,3,2,1,4,0,1,1,2,2,1,1,1,3,0.9872261015
912682,4,3,1,6,1992,1,,,2,5,,95,100,0,2011,1,1,17,,,,,,3,1,3,24,,1,7,3,5,0,0,0,2,2,1,1,1,3,0.9872261015
912682,4,4,2,6,1995,1,,,2,5,,98,100,0,2014,1,1,17,,,,,,3,1,3,21,,1,7,3,5,0,0,0,2,2,1,1,1,3,0.9872261015
912686,1,1,2,1,1929,1,,,4,2,,,,,,,,15,1,3,,,,3,1,3,87,,5,6,3,5,1,1,0,0,1,1,1,1,3,0.6286332765
912689,2,1,1,1,1955,1,,,4,4,,,,,,,,8,,3,,,,18,3,3,61,75,4,5,2,2,0,1,1,2,2,1,1,1,3,0.9320628707
912689,2,2,1,6,1985,1,,,2,5,,85,100,0,2004,1,2,2,,10,,,,3,1,3,31,33,1,2,1,4,1,1,1,2,2,1,1,1,3,0.9320628707
912694,2,1,2,1,1974,1,,,3,5,,10,10,0,1993,1,2,2,,12,,,,18,3,3,42,44,2,2,1,4,1,1,1,1,1,1,1,1,3,1.399999281
912694,2,2,2,6,2009,1,,,2,1,,,,,,,,17,,,,,,3,1,3,7,,1,7,3,5,0,0,0,1,1,1,1,1,3,1.399999281
912696,2,1,2,1,1950,1,,,1,3,,,,,,,,15,2,3,,,,3,1,3,66,,5,6,3,5,0,1,0,0,2,1,1,1,3,0.6058827898
912696,2,2,1,2,1944,1,,,1,3,,,,,,,,15,2,3,,,,7,1,3,72,,5,6,3,5,1,1,0,0,2,1,1,1,3,0.6058827898
912699,1,1,1,1,1954,1,,,2,3,,,,,,,,15,1,3,,,,16,3,3,62,,4,6,3,5,1,1,0,0,1,1,1,1,3,0.535009992
912700,1,1,1,1,1950,1,,,2,3,,,,,,,,15,1,3,,,,3,1,3,66,,5,6,3,5,1,1,0,0,1,1,1,1,3,0.5837524661
912701,1,1,1,1,1968,1,,,2,3,,,,,,,,1,,3,,,,3,1,3,48,72,3,1,1,2,1,1,1,1,1,1,1,1,3,0.9984317485
912716,2,1,1,1,1957,1,,,1,3,,,,,,,,15,2,13,,,,3,1,3,59,,4,6,3,5,1,1,0,0,2,1,1,2,4,0.2675517796
912716,2,2,2,2,1950,1,,,1,2,,,,,,,,15,2,3,,,,3,1,3,66,,5,6,3,5,0,1,0,0,2,1,1,2,4,0.2675517796
912717,1,1,1,1,1937,1,,,4,2,,,,,,,,15,1,8,,,,9,2,3,79,,5,6,3,5,1,1,0,0,1,1,1,2,4,0.2685745502
912721,2,1,2,1,1957,1,,,1,3,,,,,,,,15,2,5,,,,5,1,3,59,,4,6,3,5,0,1,0,0,2,1,1,2,4,0.2670593342
912721,2,2,1,2,1950,1,,,1,3,,,,,,,,15,2,7,,,,3,1,3,66,,5,6,3,5,1,1,0,0,2,1,1,2,4,0.2670593342
912731,2,1,1,1,1948,1,1967,3,1,6,4,9,10,0,1982,2,,15,5,7,,,,,,3,68,,5,6,3,5,1,1,1,1,1,1,1,2,4,0.2670593342
912731,2,2,2,2,1952,1,,,1,5,,50,60,0,1971,2,2,13,,,,,,8,1,3,64,,4,7,3,5,0,0,0,1,1,1,1,2,4,0.2670593342
912737,1,1,2,1,1994,2,1995,1,2,7,6,80,110,0,2017,1,,1,,9,,,,,,3,22,51,1,1,1,4,1,1,1,1,1,1,1,2,4,0.5945095737
912740,4,1,2,1,1980,1,2006,2,1,7,4,8,10,0,2002,3,,13,,,,,,,,3,36,,2,7,3,5,0,0,0,1,1,1,1,2,4,0.6810886623
912740,4,2,1,2,1969,1,,,1,7,9,98,110,0,1994,3,,5,,10,,,,7,1,3,47,25,3,3,1,4,1,1,1,1,1,1,1,2,4,0.6810886623
912740,4,3,2,6,2012,1,,,2,1,,,,,,,,18,,,,,,3,1,3,4,,1,7,3,5,0,0,0,1,1,1,1,2,4,0.6810886623
912740,4,4,1,6,2012,1,,,2,1,,,,,,,,18,,,,,,3,1,3,4,,1,7,3,5,0,0,0,1,1,1,1,2,4,0.6810886623
912751,5,1,1,1,1972,2,1992,3,1,3,,,,,,,,1,,8,,,,,,3,44,72,2,1,1,4,1,1,1,1,1,1,1,2,4,0.6646779983
912751,5,2,2,2,1987,2,2012,2,1,3,,,,,,,,13,,,,,,,,3,29,,1,7,3,5,0,0,0,1,1,1,1,2,4,0.6646779983
912751,5,3,1,6,2003,2,2012,2,2,2,,,,,,,,17,,,,,,,,3,13,,1,7,3,5,0,0,0,1,1,1,1,2,4,0.6646779983
912751,5,4,1,6,2015,2,2015,2,2,1,,,,,,,,18,,,,,,,,3,1,,1,7,3,5,0,0,0,1,1,1,1,2,4,0.6646779983
912751,5,5,1,6,2016,1,,,2,1,,,,,,,,18,,,,,,3,1,3,0,,1,7,3,5,0,0,0,1,1,1,1,2,4,0.6646779983
912759,2,1,2,1,1964,1,,,3,5,,42,60,0,1983,3,2,6,,11,,,,3,1,3,52,33,3,4,2,4,1,1,1,1,1,1,1,3,5,1.3015715394
912759,2,2,2,6,1993,1,,,2,7,1,104,110,0,2015,3,,17,,,,,,3,1,3,23,,1,7,3,5,0,0,0,1,1,1,1,3,5,1.3015715394
912761,1,1,1,1,1934,1,,,4,2,,,,,,,,15,8,3,,,,8,1,3,82,,5,6,3,5,1,1,0,0,1,1,1,3,5,0.864614444
912768,2,1,2,1,1962,1,,,1,4,,,,,,,,1,,19,,,,16,3,3,54,91,3,1,1,4,0,1,1,2,2,1,1,3,5,0.8224614281
912768,2,2,1,2,1958,1,,,1,4,,,,,,,,1,,19,,,,13,3,3,58,91,4,1,1,4,1,1,1,2,2,1,1,3,5,0.8224614281
912773,3,1,1,1,1936,1,,,1,2,,,,,,,,15,2,7,,,,16,3,3,80,,5,6,3,5,1,1,0,1,2,1,1,3,5,1.0897987119
912773,3,2,2,2,1941,1,,,1,2,,,,,,,,13,,,,,,16,3,3,75,,5,7,3,5,0,0,0,1,2,1,1,3,5,1.0897987119
912773,3,3,1,6,1966,1,,,3,3,,,,,,,,20,,7,,,,3,1,3,50,54,3,5,2,4,0,1,1,1,2,1,1,3,5,1.0897987119
912778,3,1,2,1,1959,1,1962,1,1,6,1,108,110,0,1980,5,,3,,16,,,,,,3,57,23,4,2,1,3,1,1,1,2,2,1,1,3,5,1.1089067612
912778,3,2,1,2,1954,1,,,1,5,,50,60,0,1974,4,2,9,,7,,,,3,1,3,62,14,4,5,2,4,0,1,1,2,2,1,1,3,5,1.1089067612
912778,3,3,2,6,1994,1,,,2,6,7,97,100,0,2017,3,,17,,,,,,3,1,3,22,,1,7,3,5,0,0,0,2,2,1,1,3,5,1.1089067612
912779,2,1,2,1,1975,1,,,2,7,9,108,110,0,2003,3,,2,,16,,,,3,1,3,41,44,2,2,1,3,0,1,1,2,2,1,1,3,5,1.1484892903
912779,2,2,1,3,1965,1,,,3,5,,42,60,0,1983,3,1,4,,13,,,,3,1,3,51,25,3,3,1,4,1,1,1,2,2,1,1,3,5,1.1484892903
912793,2,1,1,1,1941,1,,,1,5,,48,60,0,1960,2,2,6,,13,,,,3,1,3,75,24,5,4,2,4,1,1,1,1,2,1,1,3,5,0.8973923742
912793,2,2,2,2,1942,1,,,1,5,,54,60,0,1960,2,2,15,7,10,,,,3,1,3,74,,5,6,3,5,0,1,0,1,2,1,1,3,5,0.8973923742
912798,3,1,1,1,1949,1,,,1,7,7,108,110,0,1975,3,,15,4,10,,,,16,3,3,67,,5,6,3,5,1,1,0,2,3,1,1,3,5,1.1431165294
912798,3,2,2,2,1955,1,,,1,5,,50,60,0,1975,5,2,3,,16,,,,3,1,3,61,23,4,2,1,3,0,1,1,2,3,1,1,3,5,1.1431165294
912798,3,3,2,6,1986,1,,,2,7,9,105,110,0,2013,3,,4,,10,,,,3,1,3,30,26,1,3,1,4,0,1,1,2,3,1,1,3,5,1.1431165294
912799,2,1,1,1,1935,1,,,1,7,6,110,110,1,1961,3,,15,5,19,,,,19,3,3,81,,5,6,3,5,1,1,0,0,2,1,1,3,5,0.8973923742
912799,2,2,2,2,1938,1,,,1,7,9,110,110,1,1963,5,,15,3,16,,,,19,3,3,78,,5,6,3,5,0,1,0,0,2,1,1,3,5,0.8973923742
912810,2,1,2,1,1962,1,,,2,3,,,,,,,,12,1,20,,,,3,1,3,54,,3,7,3,5,1,1,0,0,1,1,1,3,5,1.0447756672
912810,2,2,2,6,1996,1,,,2,3,,,,,,,,12,1,9,,,,3,1,3,20,,1,7,3,5,0,0,0,0,1,1,1,3,5,1.0447756672
912813,1,1,2,1,1945,1,,,1,4,,,,,,,,15,2,13,,,,6,1,3,71,,5,6,3,5,1,1,0,0,1,1,1,3,5,0.9310888475
912815,1,1,2,1,1937,1,,,4,5,,100,100,0,1956,3,2,15,1,3,,,,3,1,3,79,,5,6,3,5,1,1,0,0,1,1,1,3,5,0.9310888475
912821,1,1,2,1,1951,1,,,3,3,,,,,,,,2,,9,,,,3,1,3,65,51,5,2,1,4,1,1,1,1,1,1,1,3,5,0.8533442954
912840,2,1,1,1,1939,1,,,1,7,6,104,110,0,1965,3,,15,6,19,,,,8,1,3,77,,5,6,3,5,1,1,0,0,2,1,1,3,5,0.8973923742
912840,2,2,2,2,1945,1,,,1,6,1,106,110,0,1972,2,,15,3,16,,,,8,1,3,71,,5,6,3,5,0,1,0,0,2,1,1,3,5,0.8973923742
912841,1,1,1,1,1943,1,,,2,3,,,,,,,,15,1,3,,,,3,1,3,73,,5,6,3,5,1,1,0,0,1,1,1,3,5,0.864614444
912848,3,1,2,1,1961,1,,,3,5,,8,10,0,1979,2,2,13,,,,,,3,1,3,55,,4,7,3,5,0,1,0,2,3,1,1,3,5,1.4125677351
912848,3,2,1,6,1988,1,,,2,3,,,,,,,,12,2,8,,,,3,1,3,28,,1,7,3,5,0,1,1,2,3,1,1,3,5,1.4125677351
912848,3,3,1,6,1991,1,,,2,5,,70,100,0,2009,2,2,1,,4,,,,3,1,3,25,74,1,1,1,2,1,1,1,2,3,1,1,3,5,1.4125677351
912849,2,1,1,1,1949,1,,,1,5,,100,100,0,1967,1,2,10,,13,,,,3,1,3,67,33,5,4,2,4,0,1,1,2,2,1,1,3,5,0.8973923742
912849,2,2,2,2,1948,1,,,1,5,,10,10,0,1969,3,2,15,2,13,,,,3,1,3,68,,5,6,3,5,1,1,1,2,2,1,1,3,5,0.8973923742
912854,3,1,1,1,1940,1,,,1,4,,,,,,,,15,8,3,,,,5,1,3,76,,5,6,3,5,1,1,0,0,1,1,1,3,5,1.0625681311
912854,3,2,2,2,1941,1,,,1,3,,,,,,,,13,,,,,,3,1,3,75,,5,7,3,5,0,0,0,0,1,1,1,3,5,1.0625681311
912854,3,3,1,6,1969,1,,,3,3,,,,,,,,12,1,19,,,,3,1,3,47,,3,7,3,5,0,0,0,0,1,1,1,3,5,1.0625681311
912861,2,1,1,1,1947,1,,,1,5,,42,60,0,1966,2,2,15,5,11,,,,3,1,3,69,,5,6,3,5,1,1,0,0,2,1,1,3,5,0.8973923742
912861,2,2,2,2,1947,1,,,1,5,,51,60,0,1966,2,2,15,5,11,,,,3,1,3,69,,5,6,3,5,0,1,0,0,2,1,1,3,5,0.8973923742
912870,2,1,2,1,1945,1,,,1,7,5,110,110,0,1969,4,,15,6,13,,,,3,1,3,71,,5,6,3,5,0,1,0,0,2,1,1,3,5,0.8973923742
912870,2,2,1,2,1943,1,,,1,7,5,110,110,0,1969,3,,15,5,12,,,,3,1,3,73,,5,6,3,5,1,1,0,0,2,1,1,3,5,0.8973923742
912883,5,1,2,1,1947,1,,,2,3,,,,,,,,15,2,16,,,,15,3,3,69,,5,6,3,5,1,1,0,1,3,1,1,3,5,1.5687277161
912883,5,2,2,6,1972,1,,,2,3,,,,,,,,12,1,12,,,,15,3,3,44,,2,7,3,5,0,1,1,1,3,1,1,3,5,1.5687277161
912883,5,3,2,9,1992,1,,,2,3,,,,,,,,11,,,,,,9,2,3,24,,1,7,3,5,0,1,0,1,3,1,1,3,5,1.5687277161
912883,5,4,1,14,2016,1,,,2,1,,,,,,,,18,,,,,,3,1,3,0,,1,7,3,5,0,0,0,1,3,1,1,3,5,1.5687277161
912883,5,5,1,9,1999,1,,,2,3,,,,,,,,11,,,,,,3,1,3,17,,1,7,3,5,0,0,0,1,3,1,1,3,5,1.5687277161
912888,4,1,1,1,1955,1,,,1,5,,92,100,0,1975,2,2,12,5,14,,,,3,1,3,61,,4,7,3,5,0,1,0,1,2,1,1,3,5,1.1463873988
912888,4,2,2,2,1963,1,,,1,5,,90,100,0,1980,2,2,2,,7,,,,3,1,3,53,41,3,2,1,4,1,1,1,1,2,1,1,3,5,1.1463873988
912888,4,3,2,6,1992,1,,,2,7,7,102,110,0,2017,4,,17,,,,,,3,1,3,24,,1,7,3,5,0,0,0,1,2,1,1,3,5,1.1463873988
912888,4,4,2,6,1997,1,,,2,3,,,,,,,,17,,,,,,3,1,3,19,,1,7,3,5,0,0,0,1,2,1,1,3,5,1.1463873988
912891,2,1,1,1,1945,1,,,1,4,,,,,,,,15,2,3,,,,3,1,3,71,,5,6,3,5,1,1,0,0,2,1,1,3,5,0.8973923742
912891,2,2,2,2,1938,1,,,1,3,,,,,,,,15,2,3,,,,3,1,3,78,,5,6,3,5,0,1,0,0,2,1,1,3,5,0.8973923742
912892,1,1,1,1,1957,1,,,3,3,,,,,,,,2,,15,,,,15,3,3,59,54,4,2,1,3,1,1,1,1,1,1,1,3,5,0.792420407
912896,4,1,1,1,1973,1,,,1,3,,,,,,,,1,,8,,,,3,1,3,43,93,2,1,1,4,1,1,1,1,1,1,1,3,5,2.0362781422
912896,4,2,2,2,1970,1,,,1,3,,,,,,,,12,20,8,,,,19,3,3,46,,3,7,3,5,0,0,0,1,1,1,1,3,5,2.0362781422
912896,4,3,2,6,2005,1,,,2,2,,,,,,,,17,,,,,,3,1,3,11,,1,7,3,5,0,0,0,1,1,1,1,3,5,2.0362781422
912896,4,4,2,6,2008,1,,,2,1,,,,,,,,17,,,,,,3,1,3,8,,1,7,3,5,0,0,0,1,1,1,1,3,5,2.0362781422
912897,2,1,1,1,1948,1,,,1,5,,48,60,0,1969,2,2,10,,12,,,,16,3,3,68,24,5,4,2,4,1,1,1,2,2,1,1,3,5,0.8973923742
912897,2,2,2,2,1948,1,,,1,3,,,,,,,,10,,12,,,,16,3,3,68,24,5,4,2,4,0,1,1,2,2,1,1,3,5,0.8973923742
912898,1,1,2,1,1936,1,,,3,3,,,,,,,,16,,,,,,1,1,3,80,,5,6,3,5,1,1,0,0,1,1,1,3,5,0.9310888475
912899,3,1,2,1,1972,1,,,3,3,,,,,,,,13,,,,,,3,1,3,44,,2,7,3,5,1,1,0,0,1,1,1,3,5,1.7726272619
912899,3,2,2,6,2003,1,,,2,3,,,,,,,,17,,,,,,3,1,3,13,,1,7,3,5,0,0,0,0,1,1,1,3,5,1.7726272619
912899,3,3,2,6,2001,1,,,2,3,,,,,,,,17,,,,,,3,1,3,15,,1,7,3,5,0,0,0,0,1,1,1,3,5,1.7726272619
912900,3,1,1,1,1953,1,,,1,5,,60,100,0,1979,2,2,15,2,12,,,,16,3,3,63,,4,6,3,5,0,1,0,1,2,1,1,3,5,0.9316700731
912900,3,2,2,2,1962,1,,,1,6,3,60,100,0,1981,5,,2,,17,,,,3,1,3,54,32,3,2,1,3,1,1,1,1,2,1,1,3,5,0.9316700731
912900,3,3,1,6,1998,1,,,2,3,,,,,,,,17,,,,,,3,1,3,18,,1,7,3,5,0,0,0,1,2,1,1,3,5,0.9316700731
912903,1,1,1,1,1960,1,,,2,5,,110,110,0,1984,6,2,3,,16,,,,19,3,3,56,23,4,2,1,3,1,1,1,1,1,1,1,3,5,0.792420407
912905,2,1,1,1,1967,1,,,1,8,6,89,110,0,1994,3,,2,,10,,,,3,1,3,49,41,3,2,1,4,1,1,1,2,2,1,1,3,5,1.8021393861
912905,2,2,1,2,1976,1,2003,1,1,5,,90,100,0,1994,1,2,2,,17,,,,,,3,40,91,2,2,1,3,0,1,1,2,2,1,1,3,5,1.8021393861
912906,2,1,2,1,1959,1,,,3,3,,,,,,,,6,,8,,,,15,3,3,57,83,4,4,2,4,1,1,1,2,2,1,1,3,5,1.4324891151
912906,2,2,1,6,1983,1,,,2,3,,,,,,,,10,,3,,,,3,1,3,33,52,1,4,2,2,0,1,1,2,2,1,1,3,5,1.4324891151
912912,1,1,2,1,1981,1,,,2,7,6,110,110,0,2005,3,,4,,10,,,,1,1,3,35,33,2,3,1,4,1,1,1,1,1,1,1,3,5,2.3339651278
912913,2,1,1,1,1975,1,,,1,7,7,80,100,0,2007,3,,2,,15,,,,3,1,3,41,01,2,2,1,3,1,1,1,2,2,1,1,3,5,1.534871524
912913,2,2,2,2,1971,1,,,1,4,,,,,,,,2,,15,,,,3,1,3,45,41,3,2,1,3,0,1,1,2,2,1,1,3,5,1.534871524
912926,4,1,2,1,1967,1,,,1,8,1,100,110,0,1994,3,,5,,17,,,,18,3,3,49,11,3,3,1,3,1,1,1,2,2,1,1,3,5,1.451132748
912926,4,2,1,2,1964,1,,,1,5,,36,60,0,1986,2,2,2,,15,,,,18,3,3,52,01,3,2,1,3,0,1,1,2,2,1,1,3,5,1.451132748
912926,4,3,1,6,2000,1,2011,2,2,3,,,,,,,,17,,,,,,,,3,16,,1,7,3,5,0,0,0,2,2,1,1,3,5,1.451132748
912926,4,4,2,6,2004,1,2011,2,2,2,,,,,,,,17,,,,,,,,3,12,,1,7,3,5,0,0,0,2,2,1,1,3,5,1.451132748
912928,1,1,2,1,1979,1,,,2,8,4,110,110,0,2002,3,,4,,3,,,,5,1,3,37,52,2,3,1,2,1,1,1,1,1,1,1,3,5,2.3339651278
912935,5,1,1,1,1958,1,,,1,3,,,,,,,,15,2,15,,,,15,3,3,58,,4,6,3,5,1,1,0,2,3,1,1,3,5,1.2366638352
912935,5,2,2,2,1962,1,,,1,4,,,,,,,,2,,15,,,,19,3,3,54,41,3,2,1,3,0,1,1,2,3,1,1,3,5,1.2366638352
912935,5,3,1,6,1987,1,,,2,3,,,,,,,,7,,7,,,,3,1,3,29,52,1,4,2,4,0,1,1,2,3,1,1,3,5,1.2366638352
912935,5,4,1,6,1992,1,,,2,4,,,,,,,,11,,,,,,3,1,3,24,,1,7,3,5,0,0,0,2,3,1,1,3,5,1.2366638352
912935,5,5,2,6,1997,1,,,2,5,,68,100,0,2016,1,2,11,,,,,,3,1,3,19,,1,7,3,5,0,0,0,2,3,1,1,3,5,1.2366638352
912936,3,1,2,1,1971,1,,,1,5,,36,60,0,1992,3,2,2,,15,,,,3,1,3,45,41,3,2,1,3,0,1,1,2,3,1,1,3,5,1.3322247174
912936,3,2,2,4,1939,1,,,4,7,9,10,10,0,1967,5,,15,2,15,,,,3,1,3,77,,5,6,3,5,0,1,0,2,3,1,1,3,5,1.3322247174
912936,3,3,1,2,1972,1,,,1,5,,44,60,0,1990,2,2,2,,11,,,,3,1,3,44,43,2,2,1,4,1,1,1,2,3,1,1,3,5,1.3322247174
912938,1,1,1,1,1971,1,,,2,7,4,98,100,0,1996,2,,4,,7,,,,3,1,3,45,52,3,3,1,4,1,1,1,1,1,1,1,3,5,1.4788091894
912941,3,1,2,1,1975,2,1997,3,2,5,,9,10,0,1994,3,2,1,,19,,,,,,3,41,93,2,1,1,4,1,1,1,1,1,1,1,3,5,1.7726272619
912941,3,2,2,6,2001,1,,,2,3,,,,,,,,17,,,,,,3,1,3,15,,1,7,3,5,0,0,0,1,1,1,1,3,5,1.7726272619
912941,3,3,2,6,2016,1,,,2,1,,,,,,,,18,,,,,,3,1,3,0,,1,7,3,5,0,0,0,1,1,1,1,3,5,1.7726272619
912944,1,1,1,1,1957,1,,,3,3,,,,,,,,7,,7,,,,3,1,3,59,52,4,4,2,4,1,1,1,1,1,1,1,3,5,0.792420407
912946,1,1,1,1,1983,1,,,2,5,,62,100,0,2003,3,2,2,,19,,,,3,1,3,33,41,1,2,1,4,1,1,1,1,1,1,1,3,5,2.1673334041
912947,1,1,1,1,1970,1,,,2,7,9,110,110,1,1994,3,,4,,17,,,,3,1,3,46,33,3,3,1,3,1,1,1,1,1,1,1,3,5,1.4788091894
912956,1,1,2,1,1942,1,,,4,5,,38,60,0,1961,1,2,16,,,,,,1,1,3,74,,5,6,3,5,1,1,0,0,1,1,1,3,5,0.9310888475
912960,3,1,1,1,1972,1,,,1,3,,,,,,,,2,,15,,,,16,3,3,44,54,2,2,1,3,1,1,1,3,3,1,1,3,5,1.4847945556
